category,title,local,date,link
Gastronomia,Open Wine - Vinhos Portugueses,"Café & Vinho - Belo Horizonte, MG","Quinta, 06 de Fev às 18:30",https://www.sympla.com.br/evento/open-wine-vinhos-portugueses/2808963
Gastronomia,Wine & Business,"Arca Hub - Rio de Janeiro, RJ","Quarta, 29 de Jan às 18:00",https://www.sympla.com.br/evento/wine-business/2808471
Gastronomia,TOUR SURPRESA CONFEITARIAS DOS JARDINS | PASSEIO GASTRONÔMICO E CULTURAL,"A Chapa Hamburgers - Jardins - São Paulo, SP","Terça, 28 de Jan às 09:45",https://www.sympla.com.br/evento/tour-surpresa-confeitarias-dos-jardins-passeio-gastronomico-e-cultural/2804634
Gastronomia,MOOCA NOTURNO | SAÍDA FOTOGRÁFICA E GASTRONÔMICA,"Di Cunto Mooca - São Paulo, SP","Quinta, 06 de Fev às 18:45",https://www.sympla.com.br/evento/mooca-noturno-saida-fotografica-e-gastronomica/2809958
Gastronomia,"ANO NOVO CHINÊS NO TEMPLO ZU LAI | PASSEIO CONTEMPLATIVO, FOTOGRÁFICO  E CULTURAL","Centro Cultural São Paulo - São Paulo, SP","Domingo, 09 de Fev às 08:00",https://www.sympla.com.br/evento/ano-novo-chines-no-templo-zu-lai-passeio-contemplativo-fotografico-e-cultural/2809959
Gastronomia,Aula/show RISOTTOS e SEUS SEGREDOS        ,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Terça, 28 de Jan às 19:00",https://www.sympla.com.br/evento/aula-show-risottos-e-seus-segredos/2805099
Gastronomia,Aula/show RISOTTOS e SEUS SEGREDOS        ,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Terça, 28 de Jan às 19:00",https://www.sympla.com.br/evento/aula-show-risottos-e-seus-segredos/2805099
Gastronomia,Flores Blues Jazz Festival 2ª Edição,"Parque da Vindima Eloy Kunz - Flores da Cunha, RS","Sexta, 28 de Mar às 18:00",https://www.sympla.com.br/evento/flores-blues-jazz-festival-2a-edicao/2768150
Gastronomia,Hamburgada do Bem - Guarulhos - 463,"Guarulhos - Guarulhos , SP","Sábado, 15 de Fev às 08:30",https://www.sympla.com.br/evento/hamburgada-do-bem-guarulhos-463/2808766
Gastronomia,Curso de Iniciação ao Café Especial: Do Grão à Xícara,"Café & Vinho - Belo Horizonte, MG","Domingo, 23 de Fev às 14:30",https://www.sympla.com.br/evento/curso-de-iniciacao-ao-cafe-especial-do-grao-a-xicara/2808968
Gastronomia,Workshop: Café em Casa! Transforme momentos comuns em extraordinários!,"Cave de Café - São Paulo, SP","Sábado, 15 de Mar às 09:00",https://www.sympla.com.br/evento/workshop-cafe-em-casa-transforme-momentos-comuns-em-extraordinarios/2772457
Gastronomia,Métodos de Preparo de Café com Degustações Especiais,"Cave de Café - São Paulo, SP","Sábado, 22 de Fev às 09:00",https://www.sympla.com.br/evento/metodos-de-preparo-de-cafe-com-degustacoes-especiais/2752982
Gastronomia,Formação Barista 2025,"Cave de Café - São Paulo, SP",08 de Mar a 09 de Mar,https://www.sympla.com.br/evento/formacao-barista-2025/2748121
Gastronomia,Churrascada de Carnaval - Parrilla Real - Aniversário,"Restaurante | Pariilla Real - Ouro Preto, MG","Sábado, 08 de Fev às 14:00",https://www.sympla.com.br/evento/churrascada-de-carnaval-parrilla-real-aniversario/2789787
Gastronomia,Curso Mestre Churrasqueiro Trancoso,"La Dolce Vita Tranco - Casas de Temporada em Trancoso - Porto Seguro, BA",04 de Abr a 06 de Abr,https://www.sympla.com.br/evento/curso-mestre-churrasqueiro-trancoso/2788562
Gastronomia,Almoço na Toca!,"Cerveja Los Gatos - Toca Los Gatos - Sorocaba, SP","Sábado, 22 de Fev às 12:00",https://www.sympla.com.br/evento/almoco-na-toca/2801040
Gastronomia,FESTIVAL DE PÁSCOA,"Eloi - Parnamirim, RN","Terça, 11 de Fev às 14:00",https://www.sympla.com.br/evento/festival-de-pascoa/2800092
Pride,Realness: NIGHT OF 1000 CLUBKIDS featuring GOTTMIK em São Paulo,"ZIG Studio - São Paulo, SP","Sábado, 01 de Fev às 22:00",https://www.sympla.com.br/evento/realness-night-of-1000-clubkids-featuring-gottmik-em-sao-paulo/2790345
Pride,Gongada Drag das Estrelas,"Arena Tatuapé - São Paulo, SP","Sábado, 29 de Mar às 21:00",https://bileto.sympla.com.br/event/102148
Pride,WE LOVE SUNDAYS,"DDuck DClub - Belo Horizonte, MG","Domingo, 26 de Jan às 23:00",https://www.sympla.com.br/evento/we-love-sundays/2802891
Pride,Sassaricando com Roovie Fox e  Valenttini no Mitte Bar,"Mitte Bar - São Paulo, SP","Sábado, 01 de Fev às 21:00",https://www.sympla.com.br/evento/sassaricando-com-roovie-fox-e-valenttini-no-mitte-bar/2796995
Pride,Sassaricando com Roovie Fox e Shannon Skarllet no Antro!,"Antro Botafogo - Rio de Janeiro, RJ","Sexta, 14 de Fev às 21:00",https://www.sympla.com.br/evento/sassaricando-com-roovie-fox-e-shannon-skarllet-no-antro/2801555
Pride,Visita ao Museu da Diversidade Sexual | Entrada Gratuita - Janeiro/25,"Museu da Diversidade Sexual (Metrô República) - São Paulo, SP",02 de Jan a 31 de Jan,https://www.sympla.com.br/evento/visita-ao-museu-da-diversidade-sexual-entrada-gratuita-janeiro-25/2780952
Pride,ULTRA SOUL ESPECIAL SOUL DIVAS,"Bourbon Street - São Paulo, SP",14 de Ago a 08 de Mar,https://bileto.sympla.com.br/event/68376
Pride,PPOP de Férias,"DDuck DClub - Belo Horizonte, MG","Quarta, 29 de Jan às 23:00",https://www.sympla.com.br/evento/ppop-de-ferias/2807754
Pride,Ballantines apresenta : V.I.S.H!,"DDuck DClub - Belo Horizonte, MG","Sexta, 31 de Jan às 23:00",https://www.sympla.com.br/evento/ballantines-apresenta-v-i-s-h/2809599
Pride,PIMENTA - Toda Quinta Feira,"DDuck DClub - Belo Horizonte, MG","Quinta, 30 de Jan às 23:00",https://www.sympla.com.br/evento/pimenta-toda-quinta-feira/2808636
Moda e Beleza,Workshop Vólia São Paulo 2025 - Internacional,"Novotel São Paulo Center Norte - São Paulo, SP","Domingo, 23 de Mar às 08:00",https://www.sympla.com.br/evento/workshop-volia-sao-paulo-2025-internacional/2768549
Moda e Beleza,Academia de Miss 2025 - Workshop Motivacional Preparatório,"Cine Teatro Wilma Bentivegna - Suzano, SP","Domingo, 23 de Fev às 13:44",https://www.sympla.com.br/evento/academia-de-miss-2025-workshop-motivacional-preparatorio/2635427
Moda e Beleza,DEPILAÇÃO ÍNTIMA MÉTODO HIDROSSOLÚVEL,"Lojas REDE - LJ04 - Belo Horizonte, MG","Segunda, 27 de Jan às 10:00",https://www.sympla.com.br/evento/depilacao-intima-metodo-hidrossoluvel/2775832
Moda e Beleza,WORKSHOP CRESPAS E CACHEADAS FELPS,"Lojas Lívia - São José do Rio Preto, SP","Segunda, 17 de Fev às 10:00",https://www.sympla.com.br/evento/workshop-crespas-e-cacheadas-felps/2780086
Moda e Beleza,HENNA SEM ERRO: OS SEGREDOS PARA UM DESIGN COM HENNA IMPECÁVEL,"Lojas REDE - LJ04 - Belo Horizonte, MG","Segunda, 27 de Jan às 10:00",https://www.sympla.com.br/evento/henna-sem-erro-os-segredos-para-um-design-com-henna-impecavel/2775970
Moda e Beleza,CURSO INTRODUÇÃO A LIMPEZA DE PELE,"Faculdade Três Marias - FTM - João Pessoa, PB",28 de Jan a 29 de Jan,https://www.sympla.com.br/evento/curso-introducao-a-limpeza-de-pele/2774912
Moda e Beleza,Limpeza de Pele,"Núcleo de Atendimento à Comunidade - UniCV - Maringá, PR",16 de Jan a 15 de Fev,https://www.sympla.com.br/evento/limpeza-de-pele/2774361
Moda e Beleza,FÓRUM HAIR BRASIL MASTERS 2025,"Centro de Convenções Frei Caneca - São Paulo, SP",19 de Abr a 22 de Abr,https://www.sympla.com.br/evento/forum-hair-brasil-masters-2025/2589933
Moda e Beleza,AUTOMAQUIAGEM PARA FESTAS,"R. Rio de Janeiro, 354 - Belo Horizonte, MG","Sábado, 08 de Fev às 10:00",https://www.sympla.com.br/evento/automaquiagem-para-festas/2795452
Moda e Beleza,DESIGN DE SOBRANCELHA COM APLICAÇÃO DE HENNA,"R. Rio de Janeiro, 354 - Belo Horizonte, MG","Segunda, 03 de Fev às 10:00",https://www.sympla.com.br/evento/design-de-sobrancelha-com-aplicacao-de-henna/2795433
Moda e Beleza,O jeito STL de fazer conteúdo - Técnicas e estratégias para ser uma marca do futuro,"STEAL THE LOOK - São Paulo, SP","Segunda, 17 de Mar às 09:30",https://www.sympla.com.br/evento/o-jeito-stl-de-fazer-conteudo-tecnicas-e-estrategias-para-ser-uma-marca-do-futuro/2755476
Moda e Beleza,Estratégias para Elas Summit,"Auditório Universe Empresarial - Rio de Janeiro, RJ","Sábado, 08 de Fev às 09:00",https://www.sympla.com.br/evento/estrategias-para-elas-summit/2766840
Moda e Beleza,IMERSÃO HIGH-TECH - Protocolos Hands On,"Hotel San Diego Express Barro Preto - Belo Horizonte, MG","Segunda, 03 de Fev às 08:00",https://www.sympla.com.br/evento/imersao-high-tech-protocolos-hands-on/2789955
Moda e Beleza,Curso de Verão 2025 - Corte e Costura - Vestida de Sonhos,"Escola de Costura - Vestida de Sonhos - Brasília, DF",21 de Jan a 31 de Jan,https://www.sympla.com.br/evento/curso-de-verao-2025-corte-e-costura-vestida-de-sonhos/2777387
Moda e Beleza,MENELA DAY,"Lojas Lívia - São José do Rio Preto, SP","Segunda, 24 de Fev às 10:00",https://www.sympla.com.br/evento/menela-day/2780107
Moda e Beleza,AUTOMAQUIAGEM PARA FESTAS,"Lojas REDE Governador Valadares - Governador Valadares, MG","Sexta, 14 de Fev às 13:00",https://www.sympla.com.br/evento/automaquiagem-para-festas/2795458
Moda e Beleza,TENDÊNCIAS DE CORTES FEMININO PARA 2025,"R. Rio de Janeiro, 354 - Belo Horizonte, MG","Segunda, 24 de Fev às 09:00",https://www.sympla.com.br/evento/tendencias-de-cortes-feminino-para-2025/2795441
Moda e Beleza,Workshop com Robson Jassa. Novas tendências de corte e penteado.,"Cinemais Goiânia - Bougainville - Goiânia, GO","Segunda, 03 de Fev às 09:00",https://www.sympla.com.br/evento/workshop-com-robson-jassa-novas-tendencias-de-corte-e-penteado/2762739
Moda e Beleza,Congresso Estética e Saúde de Anápolis GO,"Local a definir - Anápolis, GO",14 de Jun a 15 de Jun,https://www.sympla.com.br/evento/congresso-estetica-e-saude-de-anapolis-go/2779759
Moda e Beleza,DO BOM AO EXTRAORDINÁRIO!,"Garten Boulevart - Blumenau, SC","Domingo, 23 de Fev às 09:00",https://www.sympla.com.br/evento/do-bom-ao-extraordinario/2799321
Moda e Beleza,Moda in Rio - edição 11,"Auditório Universe Empresarial - Rio de Janeiro, RJ","Quinta, 08 de Mai às 10:00",https://www.sympla.com.br/evento/moda-in-rio-edicao-11/2745135
Moda e Beleza,DESINTEGRA São Paulo 2025,"Pestana São Paulo - São Paulo, SP",01 de Mai a 02 de Mai,https://www.sympla.com.br/evento/desintegra-sao-paulo-2025/2413904
Moda e Beleza,DESIGN DE SOBRANCELHA COM APLICAÇÃO DE HENNA,"Lojas REDE Sete Lagoas - Sete Lagoas, MG","Segunda, 24 de Fev às 10:00",https://www.sympla.com.br/evento/design-de-sobrancelha-com-aplicacao-de-henna/2795434
Moda e Beleza,Regenere Drops Original - Obter Preço e Ofertas - Super Garantia De 90 Dias Hoje no Site Oficial,"Regenere Clínica Odontológica - São Paulo, SP",02 de Jun a 04 de Jun,https://www.sympla.com.br/evento/regenere-drops-original-obter-preco-e-ofertas-super-garantia-de-90-dias-hoje-no-site-oficial/2492421
Moda e Beleza,Moldes de Roupas Prontos Pacote Com 100 Moldes de Roupa Atualizado,"Moldes de Roupas - João Pessoa, PB",28 de Abr a 29 de Abr,https://www.sympla.com.br/evento/moldes-de-roupas-prontos-pacote-com-100-moldes-de-roupa-atualizado/2499092
Moda e Beleza,Curso Fórmula Imagem e Estilo com Dede Leme Vale A Pena Confira Aqui,"Av. Engenheiro Roberto Freire, 1962 - loja 07 - Natal, RN",18 de Jun a 31 de Mar,https://www.sympla.com.br/evento/curso-formula-imagem-e-estilo-com-dede-leme-vale-a-pena-confira-aqui/2402046
Moda e Beleza,VISAGE D'or Bom Mesmo? Quem está por Dentro? Vale a Pena SIM ou NÃO? Site Oficial?,"Av. Engenheiro Roberto Freire, 1962 - loja 07 - Natal, RN",15 de Out a 17 de Out,https://www.sympla.com.br/evento/visage-d-or-bom-mesmo-quem-esta-por-dentro-vale-a-pena-sim-ou-nao-site-oficial/2686076
Moda e Beleza,Fronha de Seda - Bluee Sleep Bom Mesmo? Vale o Investimento SIM ou NÂO? Site Oficial?,"Av. Engenheiro Roberto Freire, 1962 - loja 07 - Natal, RN",15 de Out a 17 de Out,https://www.sympla.com.br/evento/fronha-de-seda-bluee-sleep-bom-mesmo-vale-o-investimento-sim-ou-nao-site-oficial/2686121
Moda e Beleza,Workshop Estética Macaé 2° Edição,"Hotel Mercure Macaé - Macaé, RJ",15 de Mar a 16 de Mar,https://www.sympla.com.br/evento/workshop-estetica-macae-2deg-edicao/2693710
Moda e Beleza,Top Nails Baixada 2° Edição,"Local a definir - Duque de Caxias, RJ","Segunda, 27 de Jan às 09:00",https://www.sympla.com.br/evento/top-nails-baixada-2deg-edicao/2653006
Moda e Beleza,Curso Spa dos Pés e Plástica dos Pés Avançado Como Funciona? Vale a Pena Mesmo?,"Av. Engenheiro Roberto Freire, 1962 - loja 07 - Natal, RN",25 de Set a 27 de Set,https://www.sympla.com.br/evento/curso-spa-dos-pes-e-plastica-dos-pes-avancado-como-funciona-vale-a-pena-mesmo/2654505
Moda e Beleza,SPA DAY JULYANA QUEYROZ,"Espaço Juliana Queiroz  - Lucas do Rio Verde, MT",19 de Out a 19 de Out,https://www.sympla.com.br/evento/spa-day-julyana-queyroz/2665925
Moda e Beleza,Skin Tone Clareador Quem Já Fez Uso? Vale a Pena Realmente? Quem está por Dentro? Site Oficial?,"Av. Engenheiro Roberto Freire, 1962 - loja 07 - Natal, RN",08 de Out a 10 de Out,https://www.sympla.com.br/evento/skin-tone-clareador-quem-ja-fez-uso-vale-a-pena-realmente-quem-esta-por-dentro-site-oficial/2676305
Moda e Beleza,BB4U VALE A PENA REALMENTE? É BOM MESMO? PRODUTO ORIGINAL? SITE OFICIAL?,"Av. Engenheiro Roberto Freire, 1962 - loja 07 - Natal, RN",08 de Out a 10 de Out,https://www.sympla.com.br/evento/bb4u-vale-a-pena-realmente-e-bom-mesmo-produto-original-site-oficial/2676591
Moda e Beleza,Curso de Design de Sobrancelha e Henna Intensivo Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",18 de Jan a 20 de Fev,https://www.sympla.com.br/evento/curso-de-design-de-sobrancelha-e-henna-intensivo-faculdade-eleven/2277122
Moda e Beleza,Curso de Micropigmentação + Tebori + Full Lips Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",28 de Jan a 27 de Fev,https://www.sympla.com.br/evento/curso-de-micropigmentacao-tebori-full-lips-faculdade-eleven/2277133
Moda e Beleza,Curso de Maquiagem Profissional Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",17 de Fev a 26 de Mai,https://www.sympla.com.br/evento/curso-de-maquiagem-profissional-faculdade-eleven/2277084
Moda e Beleza,Curso de Tatuagem Profissional - Curso para Tatuadores Iniciantes aos Profissionais da Área,"Faculdade Eleven - Curitiba, PR",08 de Jan a 10 de Abr,https://www.sympla.com.br/evento/curso-de-tatuagem-profissional-curso-para-tatuadores-iniciantes-aos-profissionais-da-area/2277275
Moda e Beleza,3ª Feira Cosmetic's Cariri,"Ginásio Poliesportivo de Juazeiro do Norte - Juazeiro do Norte, CE",04 de Mai a 06 de Mai,https://www.sympla.com.br/evento/3a-feira-cosmetic-s-cariri/2605844
Moda e Beleza,Curso Micropigmentação Perfeita Vale o Investimento? Quem Já Comprou?,"Av. Engenheiro Roberto Freire, 1962 - loja 07 - Natal, RN",24 de Ago a 26 de Ago,https://www.sympla.com.br/evento/curso-micropigmentacao-perfeita-vale-o-investimento-quem-ja-comprou/2609308
Moda e Beleza,Gotex Show 2025,"Distrito Anhembi – Expo 2 – São Paulo – SP - São Paulo, SP",05 de Ago a 07 de Ago,https://www.sympla.com.br/evento/gotex-show-2025/2620690
Moda e Beleza,CURSO MEGA HAIR E VISAGISMOS  WORKSHOP ANDRÉA ROMANO,"Hotel Jangadeiro - Recife, PE","Segunda, 07 de Abr às 09:00",https://www.sympla.com.br/evento/curso-mega-hair-e-visagismos-workshop-andrea-romano/2726094
Moda e Beleza,CURSO MEGA HAIR MASTER CLASS ANDRÉA ROMANO,"Hotel Jangadeiro - Recife, PE",07 de Abr a 09 de Abr,https://www.sympla.com.br/evento/curso-mega-hair-master-class-andrea-romano/2726151
Moda e Beleza,Curso de Estética Facial e Corporal Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",11 de Fev a 15 de Mai,https://www.sympla.com.br/evento/curso-de-estetica-facial-e-corporal-faculdade-eleven/1293870
Moda e Beleza,Curso de Manicure e Pedicure Profissional Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",27 de Jan a 26 de Mar,https://www.sympla.com.br/evento/curso-de-manicure-e-pedicure-profissional-faculdade-eleven/2277014
Moda e Beleza,BARBER DAY ACADEMY,"BARBER DAY ACADEMY SÃO PAULO - Barueri, SP",10 de Mar a 12 de Mar,https://www.sympla.com.br/evento/barber-day-academy/2445035
Moda e Beleza,BARBER DAY ACADEMY,"BARBER DAY ACADEMY SÃO PAULO - Barueri, SP",24 de Mar a 26 de Mar,https://www.sympla.com.br/evento/barber-day-academy/2484906
Moda e Beleza,BARBER DAY ACADEMY,"BARBER DAY ACADEMY SÃO PAULO - Barueri, SP",31 de Mar a 02 de Abr,https://www.sympla.com.br/evento/barber-day-academy/2517957
Moda e Beleza,Curso de Cabeleireiro Profissional Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",11 de Fev a 11 de Jun,https://www.sympla.com.br/evento/curso-de-cabeleireiro-profissional-faculdade-eleven/2762599
Moda e Beleza,Curso de Automaquiagem Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",27 de Jan a 20 de Mar,https://www.sympla.com.br/evento/curso-de-automaquiagem-faculdade-eleven/2762572
Moda e Beleza,"Curso de Corte, Costura e Modelagem Faculdade Eleven","Faculdade Eleven - Curitiba, PR",11 de Fev a 11 de Mar,https://www.sympla.com.br/evento/curso-de-corte-costura-e-modelagem-faculdade-eleven/2762504
Moda e Beleza,Franca Mais Moda 2025,"Dan Inn Franca & Convenções - Franca, SP","Terça, 12 de Ago às 19:00",https://www.sympla.com.br/evento/franca-mais-moda-2025/2762344
Moda e Beleza,"3°edicao manicure não chora, manicure fatura","Conviva - Aracaju, SE",01 de Jul a 01 de Ago,https://www.sympla.com.br/evento/3degedicao-manicure-nao-chora-manicure-fatura/2736866
Moda e Beleza,TRANS RESVERATROL GOTA FUNCIONA? É BOM? ONDE COMPRAR COM SEGURANÇA?,"São Paulo - São Paulo, SP","Segunda, 07 de Dez às 16:30",https://www.sympla.com.br/evento/trans-resveratrol-gota-funciona-e-bom-onde-comprar-com-seguranca/2763803
Moda e Beleza,O QUE É O TRANS RESVERATROL GOTA? BENEFÍCIOS DO TRANS RESVERATROL GOTA E COMO USAR,"São Paulo - São Paulo, SP","Segunda, 07 de Dez às 16:00",https://www.sympla.com.br/evento/o-que-e-o-trans-resveratrol-gota-beneficios-do-trans-resveratrol-gota-e-como-usar/2763786
Moda e Beleza,TRANS RESVERATROL GOTA COMPRAR : O SEGREDO PARA UMA PELE JOVEM E FIRME,"São Paulo - São Paulo, SP","Segunda, 07 de Dez às 15:00",https://www.sympla.com.br/evento/trans-resveratrol-gota-comprar-o-segredo-para-uma-pele-jovem-e-firme/2763755
Moda e Beleza,TUDO SOBRE O TRANS RESVERATROL GOTA ORIGINAL: SOLUÇÃO REVOLUCIONÁRIA PARA UMA PELE JOVEM E RADIANTE,"São Paulo - São Paulo, SP","Segunda, 07 de Dez às 15:30",https://www.sympla.com.br/evento/tudo-sobre-o-trans-resveratrol-gota-original-solucao-revolucionaria-para-uma-pele-jovem-e-radiante/2763740
Moda e Beleza,TRANS RESVERATROL GOTAS AMERICANO DESCUBRA O SEGREDO PARA UMA PELE JOVEM E FIRME,"São Paulo - São Paulo, SP","Segunda, 07 de Dez às 15:00",https://www.sympla.com.br/evento/trans-resveratrol-gotas-americano-descubra-o-segredo-para-uma-pele-jovem-e-firme/2763717
Moda e Beleza,TRANS RESVERATROL GOTA ORIGINAL: UMA ANÁLISE COMPLETA SOBRE SEU FUNCIONAMENTO E BENEFÍCIOS,"São Paulo - São Paulo, SP","Segunda, 07 de Dez às 13:30",https://www.sympla.com.br/evento/trans-resveratrol-gota-original-uma-analise-completa-sobre-seu-funcionamento-e-beneficios/2763633
Moda e Beleza,NUTRALFIT CLAREADOR SITE OFICIAL: UMA ANÁLISE COMPLETA PARA VOCÊ DECIDIR,"São Paulo - São Paulo, SP","Quinta, 09 de Dez às 21:00",https://www.sympla.com.br/evento/nutralfit-clareador-site-oficial-uma-analise-completa-para-voce-decidir/2764725
Moda e Beleza,NUTRALFIT CLAREADOR ONDE COMPRAR: TUDO O QUE VOCÊ PRECISA SABER PARA FAZER A MELHOR ESCOLHA,"São Paulo - São Paulo, SP","Quinta, 09 de Dez às 21:30",https://www.sympla.com.br/evento/nutralfit-clareador-onde-comprar-tudo-o-que-voce-precisa-saber-para-fazer-a-melhor-escolha/2764719
Moda e Beleza,CLAREADOR NUTRALFIT FUNCIONA: O SEGREDO PARA UMA PELE MAIS CLARA E UNIFORME,"São Paulo - São Paulo, SP","Quinta, 09 de Dez às 21:30",https://www.sympla.com.br/evento/clareador-nutralfit-funciona-o-segredo-para-uma-pele-mais-clara-e-uniforme/2764717
Moda e Beleza,O SEGREDO DO CLAREADOR NUTRALFIT: ACABE COM AS MANCHAS ESCURAS E RENOVE SUA PELE,"São Paulo - São Paulo, SP","Quinta, 09 de Dez às 21:00",https://www.sympla.com.br/evento/o-segredo-do-clareador-nutralfit-acabe-com-as-manchas-escuras-e-renove-sua-pele/2764715
Moda e Beleza,BARBER DAY ACADEMY,"BARBER DAY UNIVERSITY - Barueri, SP",17 de Mar a 19 de Mar,https://www.sympla.com.br/evento/barber-day-academy/2475662
Moda e Beleza,"Hialuroni Funciona? Descubra Tudo Sobre o Hialuroni: Vale a Pena, Onde Comprar?","Casa Hialuroni - Londrina, PR","Terça, 23 de Set às 10:30",https://www.sympla.com.br/evento/hialuroni-funciona-descubra-tudo-sobre-o-hialuroni-vale-a-pena-onde-comprar/2767791
Moda e Beleza,ACADEMY UNIVERSITY,"BARBER DAY UNIVERSITY - Barueri, SP",10 de Fev a 12 de Fev,https://www.sympla.com.br/evento/academy-university/2467909
Moda e Beleza,ACADEMY UNIVERSITY,"BARBER DAY UNIVERSITY - Barueri, SP",03 de Fev a 05 de Fev,https://www.sympla.com.br/evento/academy-university/2445468
Moda e Beleza,ACADEMY UNIVERSITY,"BARBER DAY ACADEMY SÃO PAULO - Barueri, SP",24 de Fev a 26 de Fev,https://www.sympla.com.br/evento/academy-university/2489228
Moda e Beleza,ACADEMY UNIVERSITY,"BARBER DAY UNIVERSITY - Barueri, SP",27 de Jan a 29 de Jan,https://www.sympla.com.br/evento/academy-university/2446309
Moda e Beleza,ACADEMY UNIVERSITY,"BARBER DAY UNIVERSITY - Barueri, SP",17 de Fev a 19 de Fev,https://www.sympla.com.br/evento/academy-university/2474247
Moda e Beleza,BARBER DAY ACADEMY ,"BARBER DAY ACADEMY SÃO PAULO - Barueri, SP",13 de Out a 15 de Out,https://www.sympla.com.br/evento/barber-day-academy/2721762
Moda e Beleza,Curso de Barbeiro Profissional Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",10 de Fev a 19 de Mar,https://www.sympla.com.br/evento/curso-de-barbeiro-profissional-faculdade-eleven/2276981
Moda e Beleza,Curso Avançado para Barbeiros Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",27 de Jan a 21 de Jun,https://www.sympla.com.br/evento/curso-avancado-para-barbeiros-faculdade-eleven/1308108
Moda e Beleza,Renavidiol Cannabinoid Sérum Site Oficial: Análise Completa para Quem Busca Resultados Visíveis,"São Paulo - São Paulo, SP","Sexta, 24 de Dez às 21:00",https://www.sympla.com.br/evento/renavidiol-cannabinoid-serum-site-oficial-analise-completa-para-quem-busca-resultados-visiveis/2779189
Moda e Beleza,Masterclass: Mechas e Relaxamento por Katiuscia,"Instituto Katiuscia Teles - Serra, ES","Domingo, 09 de Mar às 10:00",https://www.sympla.com.br/evento/masterclass-mechas-e-relaxamento-por-katiuscia/2781081
Moda e Beleza,Congresso Makiaj Fortaleza,"Av. da Abolição, 2323 - Fortaleza, CE","Quinta, 13 de Fev às 09:00",https://www.sympla.com.br/evento/congresso-makiaj-fortaleza/2626115
Moda e Beleza,CURSO CRIAÇÃO DE COLEÇÃO | Maio aos sábados,"ALUF - São Paulo, SP",31 de Mai a 05 de Jul,https://www.sympla.com.br/evento/curso-criacao-de-colecao-maio-aos-sabados/2787001
Moda e Beleza,Curso Coloração Pessoal Fevereiro,"collective  parque do Ibirapuera - São Paulo, SP","Sábado, 15 de Fev às 09:00",https://www.sympla.com.br/evento/curso-coloracao-pessoal-fevereiro/2750866
Moda e Beleza,Workshop de Automaquiagem,"Local a definir - Manaus, AM","Sábado, 08 de Fev às 15:00",https://www.sympla.com.br/evento/workshop-de-automaquiagem/2786474
Moda e Beleza,CURSO CRIAÇÃO DE COLEÇÃO | Novembro método intensivo 1 semana,"ALUF - São Paulo, SP",20 de Nov a 25 de Nov,https://www.sympla.com.br/evento/curso-criacao-de-colecao-novembro-metodo-intensivo-1-semana/2786998
Moda e Beleza,CURSO DE EXTENSAO DE CILIOS 5 TECNICAS,"Edifício Vitrium - Brasília, DF",16 de Fev a 17 de Fev,https://www.sympla.com.br/evento/curso-de-extensao-de-cilios-5-tecnicas/2788782
Moda e Beleza,CURSO DE CÍLIOS - Lash Lifting e Brow Lamination GOIÂNIA,"Goiânia - Goiânia, GO","Domingo, 09 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-cilios-lash-lifting-e-brow-lamination-goiania/2788757
Moda e Beleza,Curso Kids / Teens Desvendando o Segredo dos Cachos,"PONTO NORTE EMPRESARIAL - Rio de Janeiro, RJ","Terça, 28 de Jan às 16:00",https://www.sympla.com.br/evento/curso-kids-teens-desvendando-o-segredo-dos-cachos/2789656
Moda e Beleza,PAUSA PARA ESPUMANTE,"Varanda Verde - Churrascaria e Pizzaria - Itaúna, MG","Quinta, 06 de Mar às 18:30",https://www.sympla.com.br/evento/pausa-para-espumante/2791669
Moda e Beleza,WORKSHOP CÓDIGOS DE LUXO- EDIÇÃO HARMONIZAÇÃO FACIAL,"Rua Juiz Achilles Velloso, 385 - Belo Horizonte, MG","Sexta, 31 de Jan às 19:30",https://www.sympla.com.br/evento/workshop-codigos-de-luxo-edicao-harmonizacao-facial/2792951
Moda e Beleza,Feira Cosmética - Feira Profissional de Beleza e Estética,"R. Dr. Augusto Lopes Pontes, 262 - Salvador, BA",13 de Jul a 15 de Jul,https://www.sympla.com.br/evento/feira-cosmetica-feira-profissional-de-beleza-e-estetica/2793912
Moda e Beleza,CURSO DE CORTES E MECHAS IRAN JARDIM MASTER CLASS,"Hotel Jangadeiro - Recife, PE",24 de Mar a 26 de Mar,https://www.sympla.com.br/evento/curso-de-cortes-e-mechas-iran-jardim-master-class/2706577
